id,slug,title,url,published_at,file
0dc92265-e615-4e04-94ec-2e5ba1c1f0e3,boh416wu,Iterated Learning,https://oecs.mit.edu/pub/boh416wu,,boh416wu.json
b492816e-b52d-4767-83f0-94484b0e70d1,wdkwb956,Wisdom,https://oecs.mit.edu/pub/wdkwb956,,wdkwb956.json
5fd9a464-fdb3-4140-a63a-17fca7cb86fb,5l5gqg8s,Parenting,https://oecs.mit.edu/pub/5l5gqg8s,,5l5gqg8s.json
95725785-2177-4106-b38d-fc693234f915,chloq7l9,Skepticism,https://oecs.mit.edu/pub/chloq7l9,,chloq7l9.json
7e3ee15a-fb66-43e0-8f3a-ecbef43af410,sr3246n4,Normativity,https://oecs.mit.edu/pub/sr3246n4,,sr3246n4.json
eeafc0ed-be57-4a83-a2d2-5b4a0371bb98,6bvu7f8m,Cumulative Culture,https://oecs.mit.edu/pub/6bvu7f8m,,6bvu7f8m.json
3614036a-c8f1-4c04-a987-18e5bb1f7d04,7fjwb5k3,The Mind-Body Problem,https://oecs.mit.edu/pub/7fjwb5k3,,7fjwb5k3.json
032c68ca-f219-4208-ab78-a9cdbee59a25,xep4vfyz,Phonology,https://oecs.mit.edu/pub/xep4vfyz,,xep4vfyz.json
381bbb0e-94ec-40c5-a8d9-186994c29b61,s37heqam,Signaling,https://oecs.mit.edu/pub/s37heqam,,s37heqam.json
6673bc2b-aec0-4576-912d-a87c37fcf7e5,6dwou1yj,Intergroup Neuroscience,https://oecs.mit.edu/pub/6dwou1yj,,6dwou1yj.json
54c9be0b-4371-4152-b4b0-df99910a552c,suwgvzqg,Primate Communication,https://oecs.mit.edu/pub/suwgvzqg,,suwgvzqg.json
b023280d-f0bf-49e5-94f5-822a9b39a389,d8e1n1e8,Social Learning,https://oecs.mit.edu/pub/d8e1n1e8,,d8e1n1e8.json
0f654e1a-9f8e-46fe-b7a3-065e6164dc04,71jcl5ki,Imitation,https://oecs.mit.edu/pub/71jcl5ki,,71jcl5ki.json
6aa18129-300c-4a57-993a-43dcc501d790,pj24xb6f,Ownership,https://oecs.mit.edu/pub/pj24xb6f,,pj24xb6f.json
b4a2349c-24b3-4065-afa2-cfd10ca18c0e,xohbfbix,Language Acquisition,https://oecs.mit.edu/pub/xohbfbix,,xohbfbix.json
b3b3e5e7-1c84-4f13-a066-86b4c5fee26e,lurik5dk,Rational Analysis,https://oecs.mit.edu/pub/lurik5dk,,lurik5dk.json
96cf440a-1191-42e3-892f-9d0bcf10bd47,wxnjre8g,Reasoning and Argumentation,https://oecs.mit.edu/pub/wxnjre8g,,wxnjre8g.json
cd81bff2-3df6-40d9-a45f-04fe1a89583e,nq8ws6q1,Computational Complexity,https://oecs.mit.edu/pub/nq8ws6q1,,nq8ws6q1.json
7678921b-8c08-417a-8dc7-19c3dcccf046,uli3iiu9,The Turing Test,https://oecs.mit.edu/pub/uli3iiu9,,uli3iiu9.json
930d37f3-e155-498e-9719-a1499f122d2a,ooo4x800,Cooperation,https://oecs.mit.edu/pub/ooo4x800,,ooo4x800.json
56b7211b-0974-4697-ac3f-fa58e6d30b4b,1y8kpgak,Ecological Validity,https://oecs.mit.edu/pub/1y8kpgak,,1y8kpgak.json
704d8d25-657f-474e-ac0b-55070309fc9e,fd4gbg5v,Taste,https://oecs.mit.edu/pub/fd4gbg5v,,fd4gbg5v.json
e4bf505d-63e2-403d-b492-492533f8981c,my8vpqih,The Free Energy Principle,https://oecs.mit.edu/pub/my8vpqih,,my8vpqih.json
60de8266-57e3-468a-910c-57af732dc728,bwt3qz7d,Augmented Reality,https://oecs.mit.edu/pub/bwt3qz7d,,bwt3qz7d.json
0582140e-5b82-4159-842b-d8bd56c81e9a,c1pqmxoq,Multiple Realizability,https://oecs.mit.edu/pub/c1pqmxoq,,c1pqmxoq.json
56eb7cff-d23e-4d8b-9815-0c09bd789ee8,n6c8sb19,Markov Chain Monte Carlo,https://oecs.mit.edu/pub/n6c8sb19,,n6c8sb19.json
528dddc3-7c25-4ce0-902c-b596cdc01518,bq8p3lmb,Hidden Markov Models,https://oecs.mit.edu/pub/bq8p3lmb,,bq8p3lmb.json
e223a86b-8d6d-4a35-b69a-dd9b081c31b2,5wqto9iq,Linguistic Variation,https://oecs.mit.edu/pub/5wqto9iq,,5wqto9iq.json
a4045755-3387-456b-87ae-f107cae0327f,1w4cqquc,Prosody,https://oecs.mit.edu/pub/1w4cqquc,,1w4cqquc.json
b3e7ef9b-adb2-403c-992e-786994f9b085,x0sk7df7,Mental Representation,https://oecs.mit.edu/pub/x0sk7df7,,x0sk7df7.json
3bef4aa1-d28b-43f4-8a1e-1e4567399130,1s77iad9,Unconscious Inference,https://oecs.mit.edu/pub/1s77iad9,,1s77iad9.json
31252f1b-6343-415b-9f92-267f2ff69b38,lmiweq0s,Sensory Substitution,https://oecs.mit.edu/pub/lmiweq0s,,lmiweq0s.json
c9a5f080-5bc3-4c80-9286-33661597bd5c,ptlnp5h2,Eugenic Thinking and the Cognitive Sciences,https://oecs.mit.edu/pub/ptlnp5h2,,ptlnp5h2.json
f61797a0-b01f-42f7-95f8-7f9f333ab8b5,ztivn7hx,Levels of Analysis,https://oecs.mit.edu/pub/ztivn7hx,,ztivn7hx.json
98d525c7-7abf-47e3-9382-77b14bb96b10,vgigt1aq,Mechanistic Explanation,https://oecs.mit.edu/pub/vgigt1aq,,vgigt1aq.json
e1fde27d-8b09-4968-ac29-c8713b7f1d00,52v2eei4,Supervenience,https://oecs.mit.edu/pub/52v2eei4,,52v2eei4.json
50c7e139-04b7-495a-9127-e765c78746ec,b61joemo,Algorithmic Bias,https://oecs.mit.edu/pub/b61joemo,,b61joemo.json
671362c9-ba86-4a31-8c0c-66a2f7d16240,i3s7fym4,Common Ground,https://oecs.mit.edu/pub/i3s7fym4,,i3s7fym4.json
8207aa16-6a58-496b-91d2-bb0f25d1a43d,y1uhdz0y,Psycholinguistics,https://oecs.mit.edu/pub/y1uhdz0y,,y1uhdz0y.json
0de13fd2-8cde-4c9c-9e5c-2d37551bf279,ee7y4opg,Causal Reasoning,https://oecs.mit.edu/pub/ee7y4opg,,ee7y4opg.json
afbd5860-d526-4a7b-8e74-d1e964bd919a,k8krmjgg,Modularity,https://oecs.mit.edu/pub/k8krmjgg,,k8krmjgg.json
b0757e8d-0354-4d42-b94f-5a388d6948f9,dtatgf1j,AI Model Evaluation,https://oecs.mit.edu/pub/dtatgf1j,,dtatgf1j.json
399d520e-a36c-4f88-922f-a23bb20a44aa,1cafk2cg,Proxemics,https://oecs.mit.edu/pub/1cafk2cg,,1cafk2cg.json
2bb20e3c-e5d7-4543-b6a4-9a8024820dd3,zp5n8ivs,Large Language Models,https://oecs.mit.edu/pub/zp5n8ivs,,zp5n8ivs.json
d3359a9d-5cac-4c2c-8d1a-5812ba3fd2e1,zf1nbs6d,Consciousness and AI,https://oecs.mit.edu/pub/zf1nbs6d,,zf1nbs6d.json
6b5e3cdf-4131-49a1-9afc-2bbc495f1a03,sed0djko,Qualia,https://oecs.mit.edu/pub/sed0djko,,sed0djko.json
1e7a47fb-f710-46b3-aa3d-273fb7d38403,p8g1rykx,Event Cognition,https://oecs.mit.edu/pub/p8g1rykx,,p8g1rykx.json
971dd787-fc9d-46d7-b469-b73751f08843,7rwgc0pr,Hypnosis,https://oecs.mit.edu/pub/7rwgc0pr,,7rwgc0pr.json
ce72080b-51b1-4cb6-8bc2-e323215d7d4e,l60gyowl,Sign Language,https://oecs.mit.edu/pub/l60gyowl,,l60gyowl.json
fea3a130-60e8-4a85-a556-b544949b7209,kxdcbmqe,Syntactic Priming,https://oecs.mit.edu/pub/kxdcbmqe,,kxdcbmqe.json
1145a437-87b6-4e79-bb48-72121dffce62,j39m4jos,Concepts,https://oecs.mit.edu/pub/j39m4jos,,j39m4jos.json
454c0c20-8795-47b5-ad38-6ffe474bc818,y4e45rq6,Play,https://oecs.mit.edu/pub/y4e45rq6,,y4e45rq6.json
fed73a94-7df9-4ee8-b90a-8ae4818494e0,yjq05b3c,Analogy,https://oecs.mit.edu/pub/yjq05b3c,,yjq05b3c.json
3ce3f8af-f925-4dcd-8f37-719779cc33ab,xdqgwrkq,Attention,https://oecs.mit.edu/pub/xdqgwrkq,,xdqgwrkq.json
624d819a-0408-400f-9117-d233c76052f9,mn7mjhx9,Sentence Processing,https://oecs.mit.edu/pub/mn7mjhx9,,mn7mjhx9.json
cdacaf45-af4b-4f72-bf8a-c5ab07460f3c,3r6pj6pn,Open Science,https://oecs.mit.edu/pub/3r6pj6pn,,3r6pj6pn.json
e29a27cc-375f-49ef-9936-8de3c0773982,j074k4aj,Social Epistemology,https://oecs.mit.edu/pub/j074k4aj,,j074k4aj.json
7772416b-3721-45f0-8ccf-545e409a196f,k0l9s1hf,Morphology,https://oecs.mit.edu/pub/k0l9s1hf,,k0l9s1hf.json
304de239-b4d8-45f5-9792-93cf7c049763,u870vxpu,Cultural Evolution,https://oecs.mit.edu/pub/u870vxpu,,u870vxpu.json
441037e5-2c92-47b2-b5a5-d3ea30869bf5,usvwqp80,Gesture,https://oecs.mit.edu/pub/usvwqp80,,usvwqp80.json
25dc99f6-b419-4782-9a8c-9d157cb5f539,tnh82gsj,Neuroeconomics,https://oecs.mit.edu/pub/tnh82gsj,,tnh82gsj.json
dcf0298d-8b4e-4300-b150-9eef5c178eda,epclh9no,Literacy,https://oecs.mit.edu/pub/epclh9no,,epclh9no.json
e3df24b2-6b7f-4236-b2d8-820c0f680d40,h07kwvxo,The Interaction Engine,https://oecs.mit.edu/pub/h07kwvxo,,h07kwvxo.json
8680bbb7-7c77-4232-a223-85e35d90d5dc,h9s6crp1,Time Perception,https://oecs.mit.edu/pub/h9s6crp1,,h9s6crp1.json
1d3e0934-ef5c-4572-ba3d-cce80de7fa10,ye47we9a,Developmental Language Disorder,https://oecs.mit.edu/pub/ye47we9a,,ye47we9a.json
5fc221ff-1176-4553-b4e4-e558b9b97fe3,1ba2q8ay,Smell,https://oecs.mit.edu/pub/1ba2q8ay,,1ba2q8ay.json
d858c2df-64ae-48e4-912d-9d6b7d5e67ac,7n23j8sg,Neuroscience of Syntax,https://oecs.mit.edu/pub/7n23j8sg,,7n23j8sg.json
a42adb11-7570-495a-ab34-2d20bb232cbe,za65x7nh,Eye Movements,https://oecs.mit.edu/pub/za65x7nh,,za65x7nh.json
bd18e60f-2d3c-40dc-a952-42dd663436a5,0i6tb22l,Economic Games,https://oecs.mit.edu/pub/0i6tb22l,,0i6tb22l.json
4d8ccc37-8923-424b-95bf-242a22a670ad,qwrz95aw,Affective Neuroscience,https://oecs.mit.edu/pub/qwrz95aw,,qwrz95aw.json
112fbf72-31c7-4d25-b533-93f796f483e3,d16msun2,Episodic Future Thinking,https://oecs.mit.edu/pub/d16msun2,,d16msun2.json
4b3f5d12-e7c2-4259-9119-105c67728b64,be5ufmz2,Physicalism,https://oecs.mit.edu/pub/be5ufmz2,,be5ufmz2.json
34857b04-96a7-46a1-bf96-8ca767a7d16a,18miikqb,Language Evolution,https://oecs.mit.edu/pub/18miikqb,,18miikqb.json
e2c0ca66-c45d-4a0a-b8a5-10b6f5a340a7,z58iw4gy,Delusion,https://oecs.mit.edu/pub/z58iw4gy,,z58iw4gy.json
c09a632d-af80-41df-84b7-7f5ddaa8c2ba,1bjy1ebl,Belief,https://oecs.mit.edu/pub/1bjy1ebl,,1bjy1ebl.json
6ddb1c41-38d0-4f71-b6fb-968d0063ae5b,1bu7sqv2,Cognitive Ontology,https://oecs.mit.edu/pub/1bu7sqv2,,1bu7sqv2.json
8e9a83b0-7fe6-48e9-832b-8747aa245167,spow8trw,WEIRD,https://oecs.mit.edu/pub/spow8trw,,spow8trw.json
9aa55a0f-717e-4dab-924e-a5416554d893,8ya53iy6,Visual Memory,https://oecs.mit.edu/pub/8ya53iy6,,8ya53iy6.json
5ff2bcd7-4a6f-4643-851c-b44bdf11a9cd,pit4hw2l,Conceptual Analysis,https://oecs.mit.edu/pub/pit4hw2l,,pit4hw2l.json
2aa90758-22ca-4c23-a61f-08f181b93fb2,r4aze9cq,Intelligence,https://oecs.mit.edu/pub/r4aze9cq,,r4aze9cq.json
80318b2e-6983-4967-a423-88060f9f2095,1g8693gt,Touch,https://oecs.mit.edu/pub/1g8693gt,,1g8693gt.json
6dfbcb34-9e88-4c6f-acfe-da2cea34e63c,sk15jg0g,Animal Culture,https://oecs.mit.edu/pub/sk15jg0g,,sk15jg0g.json
7d88329e-0868-4d08-9f53-14c51faa8793,984ungzu,Affordances,https://oecs.mit.edu/pub/984ungzu,,984ungzu.json
626f4797-e641-4540-bebb-68b50d168b99,7gukl3db,Speech Recognition,https://oecs.mit.edu/pub/7gukl3db,,7gukl3db.json
6609ecb6-302f-4a92-95ed-dd25cde5efa4,ivtprtc8,Meaning,https://oecs.mit.edu/pub/ivtprtc8,,ivtprtc8.json
5e3f2bda-11e7-469c-b0ca-c54b44b91bf6,dubzy1cd,Word Learning,https://oecs.mit.edu/pub/dubzy1cd,,dubzy1cd.json
0276fa5e-4671-4e70-a248-1ca87802602a,bc1nglmr,Social Cognitive Neuroscience,https://oecs.mit.edu/pub/bc1nglmr,,bc1nglmr.json
7f2d7559-7f0d-4dcf-9dee-c472db71f977,z7lx4w72,The Extended Evolutionary Synthesis,https://oecs.mit.edu/pub/z7lx4w72,,z7lx4w72.json
c0cec761-8189-4c76-ad6d-cb24351f9acf,98iya9su,Bayesianism,https://oecs.mit.edu/pub/98iya9su,,98iya9su.json
